year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type,car_state
2016,Mazda,CX-5,114003.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,15456.5,9.3,7.6,2.0,4.0,Other,1
2023,Ford,Bronco,0.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,56081.0,11.1,9.0,2.0,4.0,Other,1
2022,Aston Martin,Martin,4703.0,SUV,Automatic,4X4,red,black,5,4,gasoline,249998.0,16.8,11.8,2.4,8.0,Inline,1
2019,Volkswagen,Atlas,110411.0,SUV,Automatic,4X4,black,black,5,4,gasoline,30439.2,13.8,10.2,2.4,6.0,V-Engine,2
2023,Volvo,XC90,90.0,SUV,Automatic,4X4,black,black,7,4,gasoline,78255.0,10.8,8.7,2.4,4.0,Inline,1
2023,Volvo,XC90,595.0,SUV,Automatic,4X4,silver,black,7,4,gasoline,86949.0,10.8,8.7,2.4,4.0,Inline,1
2021,Rolls-Royce,Ghost,13821.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,548155.0,19.6,12.4,2.4,12.0,Inline,1
2019,Dodge,Grand,42470.0,Van,Automatic,FWD,metallic,black,5,4,gasoline,26790.0,13.7,9.4,3.6,6.0,V-Engine,1
2010,Mazda,Mazda3,298236.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,500.0,8.399999999999999,5.95,2.0,4.0,Inline,3
2022,GMC,Sierra,15785.0,Truck,Automatic,4X4,red,gray,5,4,gasoline,71495.0,11.8,10.3,6.2,4.0,Other,1
2015,Dodge,Journey,153376.0,SUV,Automatic,4X4,metallic,black,7,4,gasoline,10999.2,10.8,8.7,3.6,6.0,Inline,1
2022,Hyundai,Tucson,36942.0,SUV,Automatic,4X4,white,black,5,4,gasoline,39360.0,9.9,8.0,2.4,4.0,Inline,1
2018,Hyundai,Tucson,43427.0,SUV,Automatic,FWD,gray,gray,5,4,gasoline,24485.0,10.1,7.8,2.4,4.0,Inline,1
2022,Hyundai,Tucson,21559.0,SUV,Automatic,4X4,white,black,5,4,hybrid,49488.0,6.3,6.6,2.4,4.0,Inline,1
2019,Honda,Odyssey,17200.0,Van,Automatic,FWD,white,black,5,4,gasoline,43990.0,10.8,8.7,2.4,4.0,Inline,1
2023,GMC,Terrain,7.0,SUV,Automatic,4X4,black,black,5,4,gasoline,44483.0,9.9,8.3,2.4,4.0,Inline,1
2019,Tesla,Model,69000.0,Sedan,Automatic,RWD,black,black,5,4,electric,42499.0,0.0,8.7,2.4,0.0,Electric,1
2022,Ford,Escape,0.0,SUV,CVT,4X4,black,black,5,4,hybrid,50976.0,5.5,6.4,2.5,4.0,Hybrid,1
2018,Jeep,Wrangler,8775.0,SUV,Manual,4X4,black,black,5,2,gasoline,32248.0,13.25,10.0,3.6,6.0,V-Engine,1
2021,Porsche,Macan,16395.0,SUV,Automatic,4X4,black,black,5,4,gasoline,75900.0,12.2,10.2,2.4,4.0,Inline,1
2022,Ford,Ranger,250.0,Truck,Automatic,4X4,black,black,5,4,gasoline,57079.0,12.15,11.0,2.3,4.0,Inline,1
2018,BMW,X5,80000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,43895.0,13.0,9.8,2.4,6.0,Inline,1
2021,Ford,Mustang,17739.0,SUV,Automatic,4X4,silver,gray,5,4,electric,65999.0,0.0,2.8,0.0,0.0,Electric,1
2009,Mazda,Mazda5,246003.0,Van,Automatic,FWD,blue,black,6,4,gasoline,1474.3250000000003,9.75,7.1,2.4,4.0,Inline,2
2017,Hyundai,Tucson,133442.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,18485.0,11.4,9.3,2.4,4.0,Inline,2
2023,Jeep,Wrangler,0.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,67080.0,11.6,11.9,2.0,4.0,V-Engine,1
2010,Ford,F-150,230000.0,Truck,Automatic,4X4,white,brown,6,4,gasoline,4014.49,10.8,8.7,5.4,4.0,Other,3
2022,Hyundai,Santa,13203.0,SUV,Automatic,4X4,black,black,5,4,gasoline,51888.0,11.0,8.5,2.4,4.0,Inline,1
2022,Dodge,Durango,2950.0,SUV,Automatic,4X4,white,black,5,4,gasoline,58999.0,16.7,10.9,5.7,8.0,V-Engine,1
2023,Infiniti,QX55,90.0,SUV,Automatic,4X4,white,gray,5,4,gasoline,66252.0,10.4,8.3,2.4,4.0,Inline,1
2019,Acura,MDX,85772.0,SUV,Automatic,4X4,silver,black,7,4,gasoline,36495.0,12.2,9.0,3.5,6.0,V-Engine,2
2017,Mercedes-Benz,S-Class,19101.0,Sedan,Automatic,RWD,black,brown,5,4,gasoline,149800.0,18.2,11.7,2.4,12.0,Inline,1
2018,Honda,Accord,128000.0,Sedan,CVT,FWD,black,black,5,4,gasoline,22165.0,7.9,6.3,2.4,4.0,Inline,2
2000,Nissan,Frontier,220000.0,Truck,Automatic,4X4,yellow,black,5,4,gasoline,500.0,10.8,8.7,2.4,4.0,Inline,3
2023,Cadillac,Escalade,99.0,SUV,Automatic,FWD,black,black,7,4,diesel,149999.0,11.7,9.0,3.0,4.0,Other,1
2014,Dodge,Grand,163000.0,Van,Automatic,FWD,silver,black,7,4,gasoline,12988.0,12.2,7.9,3.6,6.0,V-Engine,2
2021,Jeep,Grand,33255.0,SUV,Automatic,4X4,white,black,5,4,gasoline,49970.0,12.7,9.6,3.6,6.0,V-Engine,1
2013,Ford,C-Max,99000.0,Hatchback,Automatic,FWD,silver,black,5,4,hybrid,16000.0,10.8,8.7,2.4,4.0,Inline,2
2019,Audi,A5,58284.0,Hatchback,Automatic,4X4,white,black,5,4,gasoline,39300.0,10.0,7.0,2.4,4.0,Inline,1
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,6,4,gasoline,62375.0,13.4,10.1,2.4,6.0,V-Engine,1
2023,Kia,Soul,150.0,Hatchback,CVT,FWD,white,black,5,4,gasoline,27445.0,10.8,8.7,2.4,4.0,Inline,1
2023,Ford,F-150,15.0,Truck,Automatic,4X4,black,black,5,4,hybrid,108419.0,9.8,9.7,3.5,6.0,Hybrid,1
2022,Jeep,Cherokee,12.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,47575.0,12.9,9.7,3.2,6.0,V-Engine,1
2018,Jeep,Grand,105633.0,SUV,Automatic,4X4,black,black,5,4,gasoline,35728.0,12.7,9.6,3.6,6.0,V-Engine,1
2018,Ford,Focus,118000.0,Sedan,Manual,FWD,yellow,black,5,4,gasoline,12919.4,10.5,7.8,2.0,4.0,Other,1
2023,Volvo,XC90,50.0,SUV,Automatic,4X4,white,gray,5,4,gasoline,92977.0,10.8,8.7,2.0,4.0,Inline,1
2017,Porsche,911,36663.0,Convertible,Automatic,4X4,black,black,5,4,gasoline,204900.0,10.8,8.7,2.4,6.0,Inline,1
1965,Chevrolet,Corvette,9000.0,Convertible,Manual,RWD,red,black,5,2,gasoline,35300.0,10.8,8.7,2.4,4.0,Inline,4
2011,Mercedes-Benz,E-Class,132000.0,Convertible,Automatic,RWD,blue,black,5,2,gasoline,18500.0,12.3,7.9,3.5,4.0,Other,2
2019,Honda,Civic,97000.0,Sedan,CVT,FWD,red,black,5,4,gasoline,24450.0,7.9,6.1,2.4,4.0,Inline,2
2021,Mercedes-Benz,CLA,42000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,74888.0,10.3,7.9,2.0,4.0,Other,1
2019,BMW,4,51000.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,42888.0,10.5,7.4,2.0,4.0,Other,1
2014,Mazda,Mazda3,137285.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,13990.0,6.75,4.75,2.4,4.0,Other,2
2020,Nissan,Qashqai,90511.0,SUV,Automatic,4X4,black,black,5,4,gasoline,20398.3,10.8,8.7,2.4,4.0,Inline,2
2020,GMC,Savana,50854.0,Van,Automatic,RWD,white,black,2,3,gasoline,44395.0,10.8,8.7,2.4,8.0,Inline,1
2014,Subaru,Outback,171377.0,Wagon,CVT,4X4,gray,black,5,4,gasoline,8671.625,9.8,7.8,2.4,4.0,Inline,1
2008,Porsche,911,63938.0,Convertible,Manual,4X4,gray,red,4,2,gasoline,115995.5,13.6,8.4,2.4,6.0,Inline,1
2020,Mazda,Mazda3,49073.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,26781.0,8.8,6.4,2.4,4.0,Inline,1
2017,Honda,Civic,37431.0,Sedan,CVT,FWD,black,black,5,4,gasoline,24845.0,7.8,6.0,2.4,4.0,Inline,1
2019,Honda,Civic,167760.0,Sedan,CVT,FWD,white,gray,5,4,gasoline,9730.80375,7.8,6.2,2.4,4.0,Inline,3
2006,BMW,M5,58419.0,Sedan,Automatic,RWD,blue,white,5,4,gasoline,59300.0,18.1,11.0,2.4,10.0,Inline,1
2020,Hyundai,Sonata,24582.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,26999.0,8.8,6.4,2.4,4.0,Inline,1
2021,Hyundai,Kona,15288.0,SUV,Automatic,FWD,red,black,5,4,electric,47954.0,0.0,8.7,0.0,0.0,Electric,1
2011,Porsche,911,45200.0,Coupe,Automatic,4X4,white,black,5,2,gasoline,154499.0,10.8,8.7,2.4,4.0,Inline,1
2020,MINI,3,21500.0,Hatchback,Automatic,FWD,white,black,5,2,gasoline,29480.0,10.8,8.7,1.5,3.0,Inline,1
2015,Hyundai,Sonata,233986.0,Sedan,Automatic,FWD,metallic,black,5,4,gasoline,500.0,9.8,6.7,2.4,4.0,Inline,3
2023,Volvo,XC60,50.0,SUV,Automatic,4X4,blue,gray,5,4,gasoline,80797.0,10.8,8.7,2.0,4.0,Inline,1
2021,Kia,K5,22783.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,36395.0,9.2,6.9,2.4,4.0,Inline,1
2017,Hyundai,Santa,93990.0,SUV,Automatic,4X4,white,black,5,4,gasoline,27399.0,12.0,9.1,2.4,4.0,Inline,1
2021,Volvo,XC90,27965.0,SUV,Automatic,4X4,white,black,5,2,gasoline,69380.0,10.8,8.7,2.4,4.0,Inline,1
2019,Kia,Forte,137810.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,7886.825000000001,7.7,5.9,2.4,4.0,Inline,2
2019,BMW,X4,70209.0,SUV,Automatic,4X4,red,black,5,2,gasoline,42488.0,10.8,8.0,2.0,4.0,Inline,2
2019,Mercedes-Benz,C300,45391.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,45995.0,11.0,7.3,2.4,4.0,Inline,1
2017,Honda,Accord,57500.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,24990.0,9.2,6.9,2.4,4.0,Other,1
2015,Dodge,Grand,147399.0,Van,Automatic,FWD,metallic,black,7,4,gasoline,11474.9,13.7,9.4,3.6,6.0,V-Engine,1
2019,Porsche,Cayenne,44256.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,71900.0,12.5,10.0,2.4,6.0,V-Engine,1
2017,Nissan,Rogue,125500.0,SUV,CVT,4X4,white,black,5,4,gasoline,17495.0,9.6,7.4,2.5,4.0,Other,2
2019,Kia,Soul,45470.0,Hatchback,Automatic,FWD,white,black,5,4,gasoline,22489.0,9.1,7.7,1.6,4.0,Inline,1
2008,Ferrari,F430,30682.0,Convertible,Automatic,RWD,black,black,5,2,gasoline,191800.0,21.4,14.7,2.4,8.0,Inline,2
2023,Kia,Carnival,150.0,Van,Automatic,FWD,gray,black,7,4,gasoline,38045.0,10.8,8.7,2.4,6.0,Inline,1
2023,Mazda,CX-30,100.0,SUV,Automatic,4X4,black,black,5,4,gasoline,34774.0,9.0,7.1,2.4,4.0,Inline,1
2020,BMW,340i,41302.0,Sedan,Automatic,4X4,white,brown,5,4,gasoline,57888.0,11.4,8.3,2.4,6.0,Inline,1
2021,Mazda,CX-5,69639.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,35988.0,9.8,7.9,2.5,4.0,Inline,2
2018,Mercedes-Benz,C-Class,49474.0,Coupe,Automatic,4X4,black,black,5,2,gasoline,38800.0,10.5,7.8,2.4,4.0,Inline,1
2015,Hyundai,Santa,144588.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,20888.0,12.5,9.3,2.4,4.0,Inline,2
2023,Audi,A3,90.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,55343.0,10.8,8.7,2.0,4.0,Inline,1
2017,Jeep,Grand,73502.0,SUV,Automatic,4X4,white,black,5,4,gasoline,44495.0,14.65,10.149999999999999,2.4,8.0,Inline,1
2020,BMW,M4,7195.0,Coupe,Manual,RWD,green,black,5,2,gasoline,93800.0,13.4,9.6,2.4,6.0,Inline,1
2022,Volkswagen,Atlas,9700.0,SUV,Automatic,4X4,black,black,5,4,gasoline,55176.0,13.1,10.0,2.4,6.0,V-Engine,1
2019,BMW,7,30511.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,65488.0,14.3,9.4,4.4,8.0,V-Engine,1
2019,Audi,Q5,86442.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,34399.0,10.9,8.7,2.4,4.0,Inline,2
2019,MINI,5,84486.0,Hatchback,Automatic,FWD,blue,brown,4,4,gasoline,26491.0,10.2,7.4,2.0,4.0,Inline,1
2023,GMC,Sierra,3100.0,Truck,Automatic,4X4,black,black,5,2,gasoline,90913.0,14.8,11.8,5.3,8.0,Inline,1
1989,Mercedes-Benz,400-Series,128295.0,Sedan,Automatic,RWD,gray,black,5,4,gasoline,19354.0,10.8,8.7,2.4,8.0,Inline,4
2021,Hyundai,Palisade,37500.0,SUV,Automatic,4X4,other,black,5,4,gasoline,49485.0,12.3,9.6,2.4,6.0,V-Engine,1
2017,Hyundai,Tucson,136685.0,SUV,Automatic,4X4,white,black,5,4,gasoline,17000.0,9.9,8.5,2.4,4.0,Inline,1
2019,Dodge,Challenger,103587.0,Coupe,Automatic,4X4,gray,black,5,4,gasoline,33499.0,12.8,8.7,2.4,6.0,V-Engine,1
2017,Volvo,XC90,88490.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,33995.0,11.5,9.6,2.4,4.0,Inline,1
2023,McLaren,Artura,300.0,Coupe,Automatic,4X4,blue,black,5,4,electric,397356.0,0.0,8.7,2.4,0.0,Electric,1
2017,Hyundai,Sonata,177214.0,Sedan,Automatic,FWD,white,gray,5,4,gasoline,5394.0,9.7,6.95,2.4,4.0,Inline,2
2018,Nissan,Rogue,84662.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,26388.0,9.7,7.4,2.5,4.0,Other,2
2019,Jaguar,F-Pace,68000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,48000.0,10.8,8.7,2.4,4.0,Inline,1
2024,Audi,Q8,90.0,SUV,Automatic,4X4,black,black,5,4,electric,110071.0,0.0,8.7,2.4,0.0,Electric,1
2015,Honda,Civic,86351.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,15489.0,10.8,8.7,2.4,4.0,Inline,2
2019,BMW,4,80265.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,28999.2,10.2,7.2,2.0,4.0,Other,1
2016,Tesla,Model,46500.0,SUV,Automatic,4X4,red,black,7,4,electric,89777.0,0.0,8.7,0.0,0.0,Electric,1
2021,Jeep,Grand,43571.0,SUV,Automatic,4X4,white,black,5,4,gasoline,51900.0,12.7,9.6,3.6,6.0,Inline,1
2009,Cadillac,Escalade,345000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,500.0,10.8,8.7,2.4,4.0,Inline,4
2017,Audi,A4,96858.0,Sedan,Automatic,4X4,silver,black,5,4,gasoline,24388.0,9.8,7.7,2.0,4.0,Inline,1
2023,Honda,CR-V,88.0,SUV,Automatic,4X4,white,black,5,4,gasoline,47029.0,8.7,7.4,1.5,4.0,Inline,1
2014,Kia,Soul,198000.0,Wagon,Automatic,FWD,yellow,black,5,4,gasoline,6105.0,8.1,6.5,2.4,4.0,Inline,2
2022,Jeep,Cherokee,90.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,49995.0,12.9,9.7,3.2,6.0,V-Engine,1
2022,Jeep,Wrangler,21146.0,SUV,Automatic,4X4,black,black,5,4,gasoline,62385.0,11.5,10.05,3.6,4.0,Other,1
2017,Chevrolet,Corvette,16888.0,Convertible,Automatic,RWD,white,blue,5,2,gasoline,116800.0,16.6,10.45,2.4,8.0,Inline,1
2023,Dodge,Charger,12.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,57234.0,12.8,8.7,3.6,6.0,V-Engine,1
2020,Honda,Accord,45443.0,Sedan,CVT,FWD,white,black,5,4,gasoline,38098.0,8.2,6.8,1.5,4.0,Inline,2
2021,BMW,228i,27873.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,43980.0,10.8,8.7,2.4,4.0,Inline,1
2016,Dodge,Charger,159000.0,Sedan,Automatic,RWD,white,black,5,4,gasoline,10510.0,13.7,8.9,2.4,6.0,V-Engine,2
2019,Audi,Q5,86442.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,34899.0,10.9,8.7,2.4,4.0,Inline,1
2023,Volkswagen,Jetta,700.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,36990.0,8.1,5.8,1.5,4.0,Other,1
2023,Jeep,Wrangler,0.0,SUV,Automatic,4X4,green,black,5,4,gasoline,59980.0,10.8,8.7,3.6,6.0,V-Engine,1
2012,Ferrari,458,24751.0,Coupe,Automatic,RWD,black,black,2,2,gasoline,298388.0,19.6,13.1,2.4,8.0,Inline,1
2019,Honda,Civic,103084.0,Sedan,CVT,FWD,black,black,5,4,gasoline,24145.0,7.9,6.1,2.4,4.0,Inline,2
2021,Volkswagen,Atlas,31990.0,SUV,Automatic,4X4,gray,black,6,4,gasoline,52088.0,14.6,10.9,2.4,6.0,V-Engine,1
2023,Jeep,Wrangler,8.0,SUV,Automatic,4X4,white,black,5,4,gasoline,61925.0,10.8,8.7,2.0,4.0,Inline,1
2019,Jeep,WRANGLER,45623.0,SUV,Automatic,4X4,black,black,5,4,gasoline,48999.0,10.8,8.7,2.4,4.0,Inline,1
2018,Honda,Civic,45875.0,Hatchback,CVT,FWD,red,black,5,4,gasoline,22971.0,7.9,6.6,2.4,4.0,Inline,1
2023,Volvo,XC60,80.0,SUV,Automatic,4X4,black,gray,5,4,gasoline,80797.0,10.8,8.7,2.0,4.0,Inline,1
2020,Acura,RDX,39100.0,SUV,Automatic,4X4,white,black,5,4,gasoline,44988.0,11.3,9.1,2.4,4.0,Inline,1
2021,Volkswagen,Jetta,31000.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,29880.0,8.0,6.0,2.4,4.0,Inline,1
2018,Chevrolet,Cruze,24320.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,22388.0,8.0,5.9,1.4,4.0,Inline,2
2017,Volkswagen,Golf,245000.0,Hatchback,Automatic,FWD,black,black,5,4,gasoline,500.0,10.8,8.7,2.4,4.0,Inline,3
2019,Honda,Odyssey,47223.0,Van,Automatic,FWD,silver,brown,5,4,gasoline,37599.0,12.6,8.4,3.5,6.0,V-Engine,2
2016,Hyundai,Tucson,62000.0,SUV,Automatic,FWD,brown,black,5,4,gasoline,19990.0,10.8,8.7,2.4,4.0,Inline,1
2018,Nissan,Rogue,48211.0,SUV,Automatic,FWD,black,gray,5,4,gasoline,21991.0,10.8,8.7,2.4,4.0,Inline,1
2019,Honda,Civic,121000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,15379.5,7.9,6.1,2.0,4.0,Other,2
2022,Jeep,Grand,1867.0,SUV,Automatic,4X4,red,black,6,4,gasoline,61999.0,13.0,9.4,3.6,6.0,V-Engine,1
2023,Jeep,Wrangler,0.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,55675.0,11.5,10.05,2.0,4.0,Inline,1
2016,Jeep,Grand,152835.0,SUV,Automatic,4X4,black,black,5,4,gasoline,16916.0,12.8,9.5,3.6,4.0,Other,2
2017,Audi,Q3,145000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,15784.5,12.0,8.2,2.0,4.0,Other,2
2018,Mazda,CX-5,78000.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,25450.0,9.8,7.9,2.5,4.0,Other,1
2015,Honda,Accord,150071.0,Sedan,CVT,4X4,white,black,5,4,gasoline,16489.2,8.8,6.5,2.4,4.0,Inline,2
2014,Mercedes-Benz,C-Class,162191.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,16888.0,10.8,8.7,2.4,6.0,V-Engine,2
2019,Audi,Q5,57500.0,SUV,Automatic,4X4,white,black,5,4,gasoline,33990.0,10.9,8.7,2.0,4.0,Other,1
2019,Volkswagen,Jetta,23915.0,Sedan,Manual,FWD,white,black,5,4,gasoline,31999.0,9.6,7.3,2.4,4.0,Inline,1
2023,Ford,Expedition,0.0,SUV,Automatic,4X4,black,black,5,4,gasoline,95895.0,10.8,8.7,3.5,6.0,V-Engine,1
2011,Ford,Edge,234000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,1593.75,10.8,8.7,2.4,4.0,Inline,2
2010,BMW,X3,179823.0,SUV,Automatic,4X4,black,black,5,4,gasoline,3666.5,12.2,8.3,2.4,6.0,Inline,3
2018,Subaru,Forester,26758.0,SUV,CVT,4X4,gray,black,5,4,gasoline,30998.0,9.2,7.4,2.5,4.0,Boxer,1
2022,Honda,Civic,27700.0,Sedan,CVT,FWD,black,black,5,4,gasoline,31295.0,7.7,6.0,2.4,4.0,Inline,2
2023,Audi,Q5,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,55431.0,10.8,8.7,2.0,4.0,Inline,1
2023,Jeep,Wrangler,16.0,SUV,Automatic,4X4,white,black,5,4,gasoline,63170.0,11.5,9.9,2.0,4.0,Inline,1
2023,BMW,X3,90.0,SUV,Automatic,4X4,white,black,5,2,gasoline,68776.0,11.0,8.4,2.0,4.0,Inline,1
2015,Volkswagen,Jetta,90684.0,Sedan,Manual,FWD,silver,gray,5,4,gasoline,14498.0,9.5,6.9,2.0,4.0,Inline,1
2021,Ford,Explorer,36779.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,43500.0,11.7,8.6,2.4,4.0,Inline,1
2023,Kia,Sorento,150.0,SUV,Automatic,4X4,black,black,7,4,gasoline,37753.0,10.8,8.7,2.4,4.0,Inline,1
2012,Chevrolet,Cruze,200280.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,793.25,8.2,5.4,1.4,4.0,Inline,2
2023,Audi,A5,6559.0,Hatchback,Automatic,4X4,black,black,5,4,gasoline,68917.0,10.8,8.7,2.0,4.0,Inline,1
2023,Audi,S3,90.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,62781.0,10.2,7.3,2.0,4.0,Inline,1
2018,BMW,M3,75977.0,Sedan,Automatic,RWD,gray,black,5,4,gasoline,66500.0,10.8,8.7,2.4,6.0,Inline,1
2019,Honda,Pilot,3800.0,SUV,Automatic,FWD,black,black,5,4,gasoline,40995.0,13.0,9.3,2.4,6.0,V-Engine,1
2019,Volkswagen,Jetta,85118.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,23958.0,7.8,5.9,1.4,4.0,Inline,2
2017,Infiniti,QX70,81172.0,SUV,Automatic,4X4,white,black,5,4,gasoline,32790.0,14.5,10.8,2.4,6.0,V-Engine,1
2023,Jeep,Wrangler,16.0,SUV,Automatic,4X4,black,black,5,4,gasoline,72520.0,11.6,11.9,2.0,4.0,V-Engine,1
2019,BMW,X6,40246.0,SUV,Automatic,4X4,black,black,5,4,gasoline,77898.0,16.6,12.1,2.4,8.0,Inline,1
2023,Mazda,CX-5,3251.0,SUV,Automatic,4X4,red,black,5,4,gasoline,33828.0,9.8,7.9,2.5,4.0,Inline,1
2013,Chevrolet,Equinox,162048.0,SUV,Automatic,FWD,red,black,5,4,gasoline,7990.0,9.2,6.1,2.4,4.0,Inline,2
2021,Acura,TLX,21448.0,Sedan,Automatic,4X4,white,brown,5,4,gasoline,44495.0,11.2,8.0,2.0,4.0,Inline,1
2016,Hyundai,Genesis,134000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,17500.0,10.8,8.7,2.4,4.0,Inline,1
2021,Jeep,Wrangler,18706.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,54665.0,13.8,10.1,3.6,6.0,V-Engine,1
2020,Volkswagen,Tiguan,19288.0,SUV,Automatic,4X4,black,black,5,4,gasoline,28985.0,11.5,8.7,2.4,4.0,Inline,1
2022,Honda,Civic,46596.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,28231.0,7.8,6.4,2.4,4.0,Inline,2
2022,Volvo,XC90,22000.0,SUV,Automatic,4X4,metallic,beige,7,4,hybrid,94580.0,10.8,8.7,2.4,4.0,Inline,1
2015,Chevrolet,Equinox,31000.0,SUV,Automatic,FWD,silver,black,5,4,gasoline,17700.0,10.8,8.7,2.4,4.0,Inline,1
2019,Audi,A5,85018.0,Hatchback,Automatic,4X4,gray,black,5,4,gasoline,38588.0,10.0,7.0,2.4,4.0,Inline,1
2023,Jeep,Gladiator,90.0,Truck,Automatic,4X4,other,black,5,4,gasoline,64766.0,13.7,10.7,3.6,6.0,V-Engine,1
2014,Fiat,500L,148000.0,Wagon,Manual,FWD,white,gray,5,4,gasoline,5795.75,10.8,8.7,1.4,4.0,Other,3
2023,Jeep,Wrangler,18.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,63475.0,11.5,9.9,2.0,4.0,Inline,1
2014,Chrysler,Town,243000.0,Van,Automatic,FWD,other,black,4,4,gasoline,5165.05,12.5,8.0,2.4,6.0,V-Engine,3
2022,Hyundai,IONIQ,58582.0,SUV,Automatic,RWD,white,black,5,4,electric,49783.8,0.0,8.7,0.0,0.0,Electric,2
2016,Honda,HR-V,214827.0,SUV,CVT,4X4,silver,black,5,2,gasoline,6309.49,8.8,7.2,1.8,4.0,Inline,3
2021,Dodge,Durango,36080.0,SUV,Automatic,4X4,metallic,black,5,2,gasoline,52999.0,16.7,10.9,5.7,8.0,Inline,1
2020,Nissan,Murano,32800.0,SUV,CVT,4X4,blue,black,5,4,gasoline,33872.0,11.7,8.5,2.4,6.0,V-Engine,1
2023,Chrysler,Pacifica,12.0,Van,Automatic,FWD,gray,black,5,4,gasoline,56885.0,12.4,8.4,3.6,6.0,V-Engine,1
2022,Jeep,Wagoneer,15000.0,SUV,Automatic,4X4,black,gray,5,4,gasoline,103888.0,10.8,8.7,5.7,4.0,Other,1
2019,Ford,Ranger,49945.0,Truck,Automatic,4X4,red,black,5,4,gasoline,34995.0,11.8,9.8,2.4,4.0,Inline,1
2022,Ford,F-150,15500.0,Truck,Automatic,4X4,black,black,5,4,hybrid,87214.0,9.8,9.7,3.5,6.0,Hybrid,1
2022,Jeep,Compass,0.0,SUV,Automatic,4X4,black,black,5,4,gasoline,44925.0,10.8,7.8,2.4,4.0,Inline,1
2009,Acura,MDX,195152.0,SUV,Automatic,4X4,black,black,7,4,gasoline,8391.0,13.8,10.0,2.4,6.0,V-Engine,1
2019,Audi,Q5,103699.0,SUV,Automatic,4X4,blue,black,5,2,gasoline,31990.0,10.9,8.7,2.4,4.0,Inline,2
2023,Jeep,Wrangler,0.0,SUV,Automatic,4X4,white,black,5,4,gasoline,59980.0,10.8,8.7,2.4,6.0,V-Engine,1
2019,Mercedes-Benz,C300,73000.0,Coupe,Automatic,4X4,black,black,4,2,gasoline,42388.0,10.9,7.7,2.0,4.0,Other,1
2019,Audi,Q8,47116.0,SUV,Automatic,4X4,orange,black,5,4,gasoline,64599.0,10.8,8.7,3.0,6.0,V-Engine,1
2023,Ford,Bronco,41.0,SUV,Automatic,4X4,white,black,5,4,gasoline,39371.0,9.3,8.4,1.5,4.0,Other,1
